state,district,crop_type,season,irrigation_type,soil_type,land_size_acres,land_size_hectares,recommended_dose_kg_per_acre,max_allowed_qty_kg,past_fertilizer_usage_kg,expected_yield_kg,yield_per_ha_kg
Telangana,TelanganaDist103,Maize,Zaid,Canal,Clay,2.74,1.109,30,89.24,84.7,3341.51,3500
Madhya Pradesh,MadhyaDist52,Maize,Rabi,Borewell,Clay,1.29,0.522,30,41.8,48.09,1604.89,3500
Himachal Pradesh,HimachalDist144,Maize,Rabi,Borewell,Clay,0.56,0.227,30,18.07,18.02,811.81,3500
Assam,AssamDist26,Paddy,Kharif,Rainfed,Sandy,1.54,0.623,50,68.23,89.25,2442.76,4000
Chhattisgarh,ChhattisgarhDist122,Maize,Kharif,Borewell,Clay,4.78,1.934,30,161.09,129.63,7140.49,3500
Tripura,TripuraDist161,Paddy,Kharif,Borewell,Sandy,0.54,0.219,50,28.69,20.16,841.67,4000
Mizoram,MizoramDist189,Paddy,Kharif,Borewell,Clay,0.78,0.316,50,43.62,38.09,1423.88,4000
Uttarakhand,UttarakhandDist194,Wheat,Rabi,Canal,Clay,2.02,0.817,45,91.0,91.33,2860.82,3500
Gujarat,GujaratDist128,Groundnut,Kharif,Rainfed,Clay,0.83,0.336,25,18.9,21.75,511.06,1600
Goa,GoaDist93,Cashew,Rabi,Canal,Sandy,0.97,0.393,5,4.93,4.45,320.44,800
Uttar Pradesh,UttarDist150,Sugarcane,Rabi,Borewell,Clay,1.3,0.526,80,102.41,79.76,37882.8,70000
Kerala,KeralaDist77,Paddy,Kharif,Rainfed,Sandy,0.61,0.247,50,25.45,29.16,1000.59,4000
Goa,GoaDist126,Cashew,Rabi,Rainfed,Loam,0.84,0.34,5,4.02,4.18,286.6,800
West Bengal,WestDist28,Maize,Kharif,Borewell,Loam,3.2,1.295,30,98.07,62.28,4157.12,3500
Karnataka,KarnatakaDist65,Paddy,Kharif,Canal,Loam,0.64,0.259,50,34.63,23.02,942.39,4000
Meghalaya,MeghalayaDist186,Paddy,Kharif,Rainfed,Clay,0.51,0.206,50,27.1,25.31,723.28,4000
Mizoram,MizoramDist118,Maize,Kharif,Rainfed,Clay,1.1,0.445,30,33.72,39.26,1441.23,3500
Tamil Nadu,TamilDist23,Cotton,Kharif,Borewell,Sandy,3.27,1.323,20,72.81,67.24,945.97,700
Karnataka,KarnatakaDist119,Sugarcane,Kharif,Canal,Loam,1.56,0.631,80,137.08,124.61,45150.2,70000
Sikkim,SikkimDist12,Paddy,Kharif,Borewell,Loam,1.26,0.51,50,77.48,61.72,1975.01,4000
Uttar Pradesh,UttarDist15,Wheat,Rabi,Rainfed,Clay,1.89,0.765,45,77.26,67.92,2817.24,3500
Kerala,KeralaDist159,Rubber,Rabi,Canal,Clay,0.45,0.182,10,5.27,5.32,2045.72,10000
Meghalaya,MeghalayaDist51,Paddy,Kharif,Rainfed,Sandy,2.71,1.097,50,121.41,161.89,4313.01,4000
Goa,GoaDist120,Cashew,Rabi,Borewell,Loam,2.48,1.004,5,14.44,9.92,831.46,800
Sikkim,SikkimDist151,Potato,Rabi,Borewell,Loam,1.31,0.53,40,61.59,60.39,11283.75,25000
Maharashtra,MaharashtraDist194,Sugarcane,Rabi,Canal,Sandy,4.07,1.647,80,333.62,330.99,117034.82,70000
Assam,AssamDist89,Paddy,Kharif,Rainfed,Sandy,0.74,0.299,50,33.01,36.75,1090.23,4000
Mizoram,MizoramDist50,Maize,Rabi,Rainfed,Sandy,4.49,1.817,30,118.97,99.43,6735.23,3500
West Bengal,WestDist102,Maize,Rabi,Borewell,Clay,2.06,0.834,30,60.36,52.45,2611.75,3500
Uttarakhand,UttarakhandDist189,Wheat,Rabi,Rainfed,Clay,1.39,0.563,45,61.73,70.4,2145.1,3500
Karnataka,KarnatakaDist114,Sugarcane,Zaid,Rainfed,Clay,1.79,0.724,80,142.0,162.18,52730.61,70000
Telangana,TelanganaDist65,Paddy,Kharif,Borewell,Sandy,1.67,0.676,50,90.11,63.05,2990.13,4000
West Bengal,WestDist114,Maize,Zaid,Borewell,Sandy,4.84,1.959,30,137.01,89.34,6576.81,3500
Meghalaya,MeghalayaDist135,Paddy,Kharif,Rainfed,Loam,0.77,0.312,50,39.63,29.93,1370.48,4000
Punjab,PunjabDist61,Paddy,Kharif,Borewell,Loam,0.99,0.401,50,57.21,38.02,1784.06,4000
Manipur,ManipurDist59,Maize,Rabi,Canal,Loam,4.17,1.688,30,148.21,114.26,5033.36,3500
Nagaland,NagalandDist185,Paddy,Kharif,Borewell,Sandy,1.13,0.457,50,56.04,48.7,1658.24,4000
Punjab,PunjabDist179,Wheat,Rabi,Borewell,Sandy,3.75,1.518,45,167.65,208.31,5351.12,3500
Himachal Pradesh,HimachalDist91,Apple,Rabi,Borewell,Loam,7.1,2.873,5,36.44,39.83,53583.71,20000
Andhra Pradesh,AndhraDist189,Groundnut,Rabi,Borewell,Sandy,1.32,0.534,25,31.98,20.43,753.0,1600
Chhattisgarh,ChhattisgarhDist75,Maize,Rabi,Canal,Sandy,3.14,1.271,30,94.94,92.12,4055.2,3500
Madhya Pradesh,MadhyaDist101,Soybean,Rabi,Rainfed,Clay,0.72,0.291,20,14.48,17.98,397.26,1200
West Bengal,WestDist51,Maize,Zaid,Borewell,Loam,3.33,1.348,30,120.07,121.73,5287.46,3500
Uttarakhand,UttarakhandDist195,Wheat,Rabi,Borewell,Clay,2.14,0.866,45,105.05,106.76,3220.89,3500
Odisha,OdishaDist124,Groundnut,Kharif,Borewell,Loam,2.66,1.076,25,67.76,67.06,1689.38,1600
Uttar Pradesh,UttarDist68,Sugarcane,Kharif,Rainfed,Sandy,1.09,0.441,80,77.56,74.52,35293.86,70000
Odisha,OdishaDist6,Groundnut,Rabi,Canal,Clay,0.48,0.194,25,12.1,8.73,286.19,1600
Maharashtra,MaharashtraDist122,Cotton,Rabi,Borewell,Clay,2.73,1.105,20,57.87,56.02,719.9,700
Mizoram,MizoramDist197,Paddy,Kharif,Rainfed,Loam,0.35,0.142,50,19.36,20.87,595.23,4000
Rajasthan,RajasthanDist136,Cotton,Kharif,Canal,Loam,1.41,0.571,20,33.33,17.45,387.86,700
Meghalaya,MeghalayaDist139,Millet,Rabi,Rainfed,Loam,3.87,1.566,15,58.84,58.85,1584.71,900
Sikkim,SikkimDist25,Paddy,Kharif,Rainfed,Sandy,2.12,0.858,50,91.5,124.44,3327.89,4000
West Bengal,WestDist166,Paddy,Kharif,Canal,Loam,8.66,3.505,50,457.1,389.75,13446.03,4000
Odisha,OdishaDist106,Groundnut,Zaid,Borewell,Sandy,4.14,1.675,25,114.93,123.27,2478.36,1600
Mizoram,MizoramDist17,Maize,Kharif,Borewell,Sandy,1.08,0.437,30,33.0,40.06,1524.79,3500
Tripura,TripuraDist110,Paddy,Kharif,Rainfed,Clay,1.86,0.753,50,96.21,77.77,3359.93,4000
Himachal Pradesh,HimachalDist78,Apple,Rabi,Borewell,Clay,1.75,0.708,5,9.42,9.58,14931.98,20000
Manipur,ManipurDist119,Maize,Zaid,Rainfed,Loam,0.51,0.206,30,14.74,14.33,780.61,3500
Gujarat,GujaratDist159,Cotton,Rabi,Rainfed,Sandy,0.86,0.348,20,16.39,20.02,271.22,700
Chhattisgarh,ChhattisgarhDist130,Maize,Kharif,Canal,Sandy,1.16,0.469,30,32.0,23.54,1619.21,3500
Haryana,HaryanaDist191,Cotton,Rabi,Rainfed,Clay,0.36,0.146,20,6.63,8.76,99.78,700
Mizoram,MizoramDist142,Maize,Zaid,Rainfed,Clay,1.89,0.765,30,59.77,70.65,2989.21,3500
Nagaland,NagalandDist119,Maize,Zaid,Canal,Loam,1.49,0.603,30,47.31,32.23,2189.97,3500
Rajasthan,RajasthanDist200,Wheat,Rabi,Canal,Sandy,0.48,0.194,45,23.38,15.13,704.21,3500
Arunachal Pradesh,ArunachalDist34,Paddy,Kharif,Rainfed,Loam,2.52,1.02,50,120.83,150.3,3513.57,4000
Punjab,PunjabDist63,Paddy,Kharif,Borewell,Loam,3.23,1.307,50,164.57,159.93,5842.69,4000
Kerala,KeralaDist152,Coconut,Rabi,Borewell,Loam,2.19,0.886,10,26.94,13.56,7296.94,8000
Bihar,BiharDist42,Maize,Rabi,Rainfed,Loam,1.41,0.571,30,45.61,44.15,1822.47,3500
Andhra Pradesh,AndhraDist84,Paddy,Kharif,Borewell,Sandy,2.92,1.182,50,151.73,108.0,4809.59,4000
Andhra Pradesh,AndhraDist10,Paddy,Kharif,Borewell,Loam,3.14,1.271,50,161.96,190.88,4533.96,4000
Tripura,TripuraDist9,Maize,Zaid,Borewell,Loam,2.33,0.943,30,75.54,81.67,3579.18,3500
Odisha,OdishaDist182,Paddy,Kharif,Rainfed,Loam,0.94,0.38,50,51.66,38.79,1535.63,4000
Manipur,ManipurDist53,Paddy,Kharif,Rainfed,Clay,2.27,0.919,50,108.76,128.93,3784.79,4000
Odisha,OdishaDist27,Paddy,Kharif,Borewell,Sandy,4.74,1.918,50,233.07,246.94,7066.78,4000
Kerala,KeralaDist36,Paddy,Kharif,Canal,Clay,1.13,0.457,50,56.3,58.82,1974.43,4000
Maharashtra,MaharashtraDist166,Sugarcane,Kharif,Canal,Loam,9.76,3.95,80,878.81,562.2,265063.23,70000
Manipur,ManipurDist11,Maize,Zaid,Rainfed,Sandy,1.2,0.486,30,34.59,29.48,1617.31,3500
Haryana,HaryanaDist159,Wheat,Rabi,Rainfed,Loam,1.87,0.757,45,86.88,90.31,2928.68,3500
Karnataka,KarnatakaDist4,Paddy,Kharif,Borewell,Sandy,1.06,0.429,50,53.43,35.36,1869.89,4000
Uttarakhand,UttarakhandDist84,Wheat,Rabi,Canal,Clay,2.18,0.882,45,106.82,66.2,3285.06,3500
Telangana,TelanganaDist11,Paddy,Kharif,Canal,Loam,0.45,0.182,50,26.07,17.71,774.73,4000
Haryana,HaryanaDist154,Paddy,Kharif,Borewell,Clay,1.18,0.478,50,64.37,49.25,2072.78,4000
Tamil Nadu,TamilDist194,Paddy,Kharif,Borewell,Clay,0.76,0.308,50,40.76,24.72,1068.59,4000
Tamil Nadu,TamilDist116,Paddy,Kharif,Rainfed,Clay,2.03,0.822,50,97.17,82.65,3233.83,4000
Rajasthan,RajasthanDist182,Wheat,Rabi,Rainfed,Clay,4.04,1.635,45,171.75,212.35,5498.99,3500
Bihar,BiharDist64,Paddy,Kharif,Borewell,Clay,3.06,1.238,50,152.57,120.49,5082.34,4000
Meghalaya,MeghalayaDist94,Millet,Zaid,Borewell,Clay,0.27,0.109,15,3.97,3.18,93.35,900
Punjab,PunjabDist68,Paddy,Kharif,Canal,Clay,9.33,3.776,50,506.4,503.44,14930.02,4000
Telangana,TelanganaDist169,Paddy,Kharif,Canal,Loam,2.31,0.935,50,122.18,111.62,4062.48,4000
West Bengal,WestDist44,Maize,Kharif,Borewell,Clay,0.98,0.397,30,32.02,24.2,1192.3,3500
Tripura,TripuraDist40,Maize,Rabi,Canal,Sandy,2.07,0.838,30,66.09,38.1,2757.03,3500
Tripura,TripuraDist73,Paddy,Kharif,Canal,Sandy,2.1,0.85,50,106.47,87.6,3710.68,4000
Uttarakhand,UttarakhandDist164,Wheat,Rabi,Rainfed,Sandy,1.07,0.433,45,45.43,37.54,1513.93,3500
Uttarakhand,UttarakhandDist92,Rice,Kharif,Borewell,Clay,2.13,0.862,30,66.24,48.34,2422.87,3000
Punjab,PunjabDist109,Paddy,Kharif,Rainfed,Clay,1.12,0.453,50,58.77,62.77,2062.22,4000
Nagaland,NagalandDist107,Paddy,Kharif,Borewell,Sandy,1.32,0.534,50,66.94,81.24,2306.16,4000
Mizoram,MizoramDist191,Paddy,Kharif,Canal,Sandy,1.05,0.425,50,51.91,31.77,1948.78,4000
Odisha,OdishaDist122,Paddy,Kharif,Borewell,Clay,0.58,0.235,50,32.64,18.36,854.63,4000
Assam,AssamDist149,Tea,Rabi,Rainfed,Sandy,2.05,0.83,10,18.21,14.41,2152.26,2500
Manipur,ManipurDist175,Paddy,Kharif,Borewell,Sandy,2.91,1.178,50,144.66,91.67,5329.7,4000
Haryana,HaryanaDist133,Wheat,Rabi,Rainfed,Clay,2.75,1.113,45,109.01,120.56,4436.74,3500
Mizoram,MizoramDist51,Maize,Zaid,Rainfed,Loam,3.51,1.42,30,97.34,88.63,5363.04,3500
Punjab,PunjabDist73,Wheat,Rabi,Borewell,Clay,2.36,0.955,45,121.35,75.68,3003.52,3500
Arunachal Pradesh,ArunachalDist147,Paddy,Kharif,Rainfed,Loam,1.19,0.482,50,62.75,64.07,2046.29,4000
Maharashtra,MaharashtraDist140,Maize,Rabi,Canal,Loam,3.57,1.445,30,130.11,110.6,5647.37,3500
Nagaland,NagalandDist55,Maize,Zaid,Borewell,Sandy,0.62,0.251,30,20.76,11.92,886.68,3500
Mizoram,MizoramDist116,Maize,Rabi,Rainfed,Clay,0.89,0.36,30,25.97,29.08,1227.4,3500
Maharashtra,MaharashtraDist140,Soybean,Kharif,Rainfed,Clay,0.84,0.34,20,17.49,18.86,437.19,1200
Haryana,HaryanaDist112,Paddy,Kharif,Canal,Loam,4.32,1.748,50,227.93,155.76,7550.86,4000
Jharkhand,JharkhandDist166,Maize,Rabi,Borewell,Clay,3.87,1.566,30,119.64,133.67,5082.96,3500
Nagaland,NagalandDist62,Paddy,Kharif,Rainfed,Loam,2.69,1.089,50,143.87,133.09,4268.33,4000
Manipur,ManipurDist70,Maize,Zaid,Borewell,Sandy,4.3,1.74,30,132.53,114.6,6738.69,3500
Punjab,PunjabDist66,Wheat,Rabi,Borewell,Sandy,0.9,0.364,45,40.77,26.62,1440.07,3500
Madhya Pradesh,MadhyaDist84,Maize,Kharif,Rainfed,Sandy,2.41,0.975,30,68.08,59.12,2995.56,3500
Karnataka,KarnatakaDist161,Sugarcane,Rabi,Borewell,Loam,1.65,0.668,80,139.59,103.15,52932.82,70000
Madhya Pradesh,MadhyaDist100,Maize,Kharif,Rainfed,Sandy,3.59,1.453,30,105.08,83.4,5779.2,3500
Madhya Pradesh,MadhyaDist138,Soybean,Zaid,Rainfed,Sandy,1.66,0.672,20,27.95,39.29,845.14,1200
Goa,GoaDist166,Paddy,Kharif,Canal,Loam,1.34,0.542,50,71.55,73.83,2253.81,4000
Chhattisgarh,ChhattisgarhDist59,Maize,Rabi,Canal,Loam,2.81,1.137,30,88.96,53.45,3941.53,3500
Meghalaya,MeghalayaDist78,Millet,Kharif,Rainfed,Sandy,3.67,1.485,15,52.79,40.32,1302.06,900
Tamil Nadu,TamilDist150,Cotton,Rabi,Canal,Loam,1.07,0.433,20,21.95,16.53,287.62,700
Madhya Pradesh,MadhyaDist96,Maize,Rabi,Rainfed,Clay,1.74,0.704,30,52.19,53.43,2587.34,3500
Uttarakhand,UttarakhandDist18,Wheat,Rabi,Canal,Sandy,0.78,0.316,45,36.95,22.29,1055.93,3500
West Bengal,WestDist66,Jute,Kharif,Rainfed,Sandy,0.25,0.101,15,3.62,3.84,169.06,1800
Punjab,PunjabDist106,Paddy,Kharif,Borewell,Clay,2.14,0.866,50,123.93,75.72,2982.35,4000
Bihar,BiharDist39,Maize,Rabi,Borewell,Clay,2.97,1.202,30,101.03,63.74,3653.26,3500
Assam,AssamDist84,Tea,Rabi,Borewell,Sandy,2.25,0.911,10,21.1,18.89,1969.54,2500
Assam,AssamDist88,Paddy,Kharif,Canal,Sandy,0.38,0.154,50,18.75,23.06,526.86,4000
Maharashtra,MaharashtraDist140,Sugarcane,Zaid,Borewell,Loam,1.38,0.558,80,119.69,127.4,36975.88,70000
Assam,AssamDist109,Tea,Kharif,Rainfed,Loam,0.31,0.125,10,3.28,2.87,354.01,2500
Maharashtra,MaharashtraDist33,Maize,Kharif,Rainfed,Sandy,5.45,2.206,30,153.2,174.26,8366.47,3500
Gujarat,GujaratDist158,Groundnut,Zaid,Borewell,Clay,0.76,0.308,25,18.52,23.52,536.45,1600
Assam,AssamDist118,Tea,Kharif,Borewell,Loam,4.97,2.011,10,51.8,32.45,4677.16,2500
Uttarakhand,UttarakhandDist34,Wheat,Rabi,Canal,Clay,3.88,1.57,45,181.93,172.69,5221.55,3500
Meghalaya,MeghalayaDist75,Paddy,Kharif,Rainfed,Clay,0.89,0.36,50,44.1,39.12,1638.41,4000
Gujarat,GujaratDist123,Cotton,Zaid,Rainfed,Loam,0.74,0.299,20,14.5,17.22,217.65,700
Telangana,TelanganaDist40,Cotton,Zaid,Borewell,Loam,2.41,0.975,20,49.32,31.33,702.23,700
Chhattisgarh,ChhattisgarhDist118,Paddy,Kharif,Canal,Sandy,0.93,0.376,50,46.9,38.15,1702.28,4000
Bihar,BiharDist114,Maize,Rabi,Borewell,Loam,1.98,0.801,30,60.82,45.13,2896.68,3500
Jharkhand,JharkhandDist12,Paddy,Kharif,Rainfed,Loam,1.24,0.502,50,62.02,53.77,1945.91,4000
Goa,GoaDist6,Paddy,Kharif,Borewell,Loam,0.44,0.178,50,26.7,27.04,678.01,4000
Maharashtra,MaharashtraDist14,Maize,Rabi,Canal,Clay,0.31,0.125,30,9.64,8.12,497.07,3500
Sikkim,SikkimDist29,Paddy,Kharif,Canal,Clay,2.18,0.882,50,122.4,75.6,3766.03,4000
Andhra Pradesh,AndhraDist112,Paddy,Kharif,Rainfed,Clay,1.16,0.469,50,60.65,66.67,2112.93,4000
Nagaland,NagalandDist46,Maize,Kharif,Canal,Loam,1.17,0.473,30,38.07,42.89,1792.72,3500
Assam,AssamDist62,Paddy,Kharif,Rainfed,Clay,3.18,1.287,50,165.23,157.29,5626.63,4000
Kerala,KeralaDist95,Paddy,Kharif,Canal,Loam,4.66,1.886,50,275.39,278.99,6449.64,4000
Himachal Pradesh,HimachalDist85,Maize,Rabi,Rainfed,Sandy,1.47,0.595,30,39.16,28.81,2313.62,3500
Meghalaya,MeghalayaDist136,Paddy,Kharif,Rainfed,Sandy,1.39,0.563,50,61.43,48.26,1985.63,4000
Haryana,HaryanaDist86,Wheat,Rabi,Borewell,Loam,2.72,1.101,45,134.84,94.53,4141.42,3500
Rajasthan,RajasthanDist199,Cotton,Rabi,Rainfed,Sandy,0.62,0.251,20,10.35,13.25,165.34,700
Rajasthan,RajasthanDist156,Bajra,Rabi,Rainfed,Sandy,2.18,0.882,12,24.1,28.94,698.36,900
Haryana,HaryanaDist196,Wheat,Rabi,Borewell,Clay,2.83,1.145,45,142.37,94.97,3908.18,3500
Haryana,HaryanaDist180,Wheat,Rabi,Borewell,Sandy,3.14,1.271,45,151.44,149.06,4038.56,3500
West Bengal,WestDist68,Paddy,Kharif,Borewell,Sandy,0.39,0.158,50,21.4,13.21,682.65,4000
Haryana,HaryanaDist3,Paddy,Kharif,Rainfed,Loam,0.99,0.401,50,51.74,34.42,1740.2,4000
Uttarakhand,UttarakhandDist160,Wheat,Rabi,Canal,Loam,0.9,0.364,45,48.39,33.28,1351.27,3500
Goa,GoaDist165,Paddy,Kharif,Rainfed,Sandy,1.97,0.797,50,96.36,106.79,2799.11,4000
Uttarakhand,UttarakhandDist91,Wheat,Rabi,Borewell,Loam,2.68,1.085,45,134.4,119.8,3653.58,3500
Punjab,PunjabDist8,Wheat,Rabi,Canal,Sandy,6.03,2.44,45,261.83,284.41,8701.83,3500
Tripura,TripuraDist22,Paddy,Kharif,Rainfed,Sandy,1.23,0.498,50,54.92,51.41,2185.37,4000
Tripura,TripuraDist55,Maize,Zaid,Rainfed,Loam,1.22,0.494,30,35.39,37.43,1721.85,3500
Madhya Pradesh,MadhyaDist12,Soybean,Zaid,Canal,Sandy,4.57,1.849,20,94.86,103.36,2367.56,1200
Madhya Pradesh,MadhyaDist39,Soybean,Zaid,Rainfed,Sandy,2.31,0.935,20,40.83,57.53,1072.97,1200
Telangana,TelanganaDist98,Maize,Zaid,Borewell,Clay,5.02,2.032,30,160.25,155.35,7862.24,3500
West Bengal,WestDist166,Maize,Kharif,Canal,Clay,2.3,0.931,30,69.26,41.95,3294.85,3500
Karnataka,KarnatakaDist41,Sugarcane,Kharif,Rainfed,Sandy,0.72,0.291,80,49.72,38.7,21385.23,70000
Maharashtra,MaharashtraDist17,Cotton,Kharif,Rainfed,Sandy,0.63,0.255,20,11.96,14.01,195.55,700
Bihar,BiharDist57,Wheat,Rabi,Canal,Loam,0.53,0.214,45,28.08,14.72,774.65,3500
Maharashtra,MaharashtraDist18,Cotton,Zaid,Rainfed,Sandy,3.09,1.25,20,54.42,60.05,957.95,700
Rajasthan,RajasthanDist44,Wheat,Rabi,Borewell,Loam,4.72,1.91,45,262.02,196.41,6497.32,3500
Mizoram,MizoramDist126,Paddy,Kharif,Borewell,Sandy,8.0,3.237,50,420.3,376.21,12813.75,4000
West Bengal,WestDist34,Maize,Kharif,Borewell,Sandy,3.58,1.449,30,111.17,73.8,4896.84,3500
Bihar,BiharDist103,Paddy,Kharif,Canal,Clay,4.62,1.87,50,254.56,254.65,7702.73,4000
Jharkhand,JharkhandDist100,Maize,Kharif,Rainfed,Clay,1.15,0.465,30,31.48,27.83,1675.1,3500
Tamil Nadu,TamilDist31,Cotton,Zaid,Borewell,Sandy,0.72,0.291,20,15.56,10.04,195.03,700
Gujarat,GujaratDist73,Cotton,Rabi,Borewell,Sandy,3.6,1.457,20,78.05,86.9,1069.65,700
Telangana,TelanganaDist120,Cotton,Zaid,Rainfed,Clay,2.55,1.032,20,45.01,47.04,636.95,700
Telangana,TelanganaDist34,Maize,Zaid,Canal,Sandy,1.99,0.805,30,60.42,49.91,2497.86,3500
Telangana,TelanganaDist128,Paddy,Kharif,Canal,Clay,2.48,1.004,50,126.61,110.61,4593.03,4000
Manipur,ManipurDist168,Paddy,Kharif,Borewell,Sandy,2.36,0.955,50,130.15,121.93,4330.38,4000
Nagaland,NagalandDist32,Maize,Kharif,Canal,Clay,5.09,2.06,30,159.91,149.06,7143.9,3500
Goa,GoaDist66,Cashew,Kharif,Rainfed,Loam,5.13,2.076,5,26.67,16.42,1601.03,800
Maharashtra,MaharashtraDist150,Cotton,Kharif,Borewell,Clay,2.82,1.141,20,55.81,37.1,779.73,700
Odisha,OdishaDist196,Paddy,Kharif,Borewell,Loam,3.58,1.449,50,208.33,132.17,5058.49,4000
Nagaland,NagalandDist189,Maize,Zaid,Borewell,Clay,2.75,1.113,30,90.81,77.94,3913.33,3500
Telangana,TelanganaDist14,Maize,Rabi,Borewell,Clay,1.26,0.51,30,43.21,27.05,1886.15,3500
Chhattisgarh,ChhattisgarhDist30,Soybean,Zaid,Borewell,Sandy,3.34,1.352,20,74.04,51.09,1624.02,1200
Goa,GoaDist116,Paddy,Kharif,Canal,Sandy,0.6,0.243,50,31.06,23.66,932.9,4000
Haryana,HaryanaDist131,Cotton,Kharif,Rainfed,Loam,4.23,1.712,20,87.41,55.31,1250.33,700
Maharashtra,MaharashtraDist113,Sugarcane,Kharif,Rainfed,Sandy,0.7,0.283,80,53.08,58.56,21680.42,70000
Kerala,KeralaDist124,Rubber,Zaid,Borewell,Clay,2.29,0.927,10,26.76,24.05,9253.27,10000
Tripura,TripuraDist78,Paddy,Kharif,Canal,Loam,0.93,0.376,50,47.93,31.69,1415.68,4000
Rajasthan,RajasthanDist85,Wheat,Rabi,Borewell,Loam,2.84,1.149,45,143.8,134.47,3502.11,3500
Meghalaya,MeghalayaDist70,Millet,Kharif,Rainfed,Loam,1.77,0.716,15,29.13,23.86,557.67,900
Mizoram,MizoramDist165,Paddy,Kharif,Rainfed,Loam,0.51,0.206,50,25.34,26.93,794.15,4000
Kerala,KeralaDist97,Coconut,Kharif,Rainfed,Clay,2.55,1.032,10,23.24,24.86,8025.11,8000
Uttarakhand,UttarakhandDist195,Wheat,Rabi,Rainfed,Sandy,1.15,0.465,45,47.99,41.97,1579.87,3500
Himachal Pradesh,HimachalDist18,Apple,Zaid,Rainfed,Clay,3.69,1.493,5,17.06,12.34,32426.99,20000
Andhra Pradesh,AndhraDist72,Maize,Kharif,Rainfed,Sandy,1.82,0.737,30,51.18,42.0,2340.39,3500
Uttarakhand,UttarakhandDist140,Rice,Kharif,Rainfed,Loam,2.5,1.012,30,70.43,70.57,2644.53,3000
Rajasthan,RajasthanDist161,Cotton,Rabi,Rainfed,Sandy,0.85,0.344,20,16.08,12.57,215.91,700
Odisha,OdishaDist163,Paddy,Kharif,Borewell,Clay,1.14,0.461,50,57.58,45.56,1846.92,4000
Assam,AssamDist95,Paddy,Kharif,Borewell,Sandy,1.26,0.51,50,64.09,72.82,1916.98,4000
Madhya Pradesh,MadhyaDist99,Wheat,Rabi,Rainfed,Clay,3.62,1.465,45,151.24,196.53,5415.2,3500
Goa,GoaDist32,Cashew,Rabi,Rainfed,Clay,6.97,2.821,5,33.21,24.59,2535.46,800
Uttarakhand,UttarakhandDist64,Rice,Rabi,Rainfed,Clay,0.96,0.388,30,28.58,30.3,1041.05,3000
Odisha,OdishaDist71,Groundnut,Kharif,Canal,Loam,4.31,1.744,25,127.13,81.89,2619.17,1600
Madhya Pradesh,MadhyaDist176,Soybean,Kharif,Rainfed,Sandy,0.32,0.129,20,6.38,7.31,144.17,1200
Arunachal Pradesh,ArunachalDist14,Paddy,Kharif,Canal,Loam,0.7,0.283,50,42.65,32.95,1298.09,4000
Manipur,ManipurDist22,Maize,Kharif,Borewell,Clay,0.85,0.344,30,25.35,19.61,1298.77,3500
Telangana,TelanganaDist103,Paddy,Kharif,Borewell,Loam,0.62,0.251,50,32.57,31.36,999.89,4000
Assam,AssamDist136,Tea,Zaid,Borewell,Sandy,0.51,0.206,10,5.02,3.9,567.06,2500
Telangana,TelanganaDist4,Maize,Rabi,Borewell,Loam,2.54,1.028,30,88.62,67.25,3446.19,3500
Chhattisgarh,ChhattisgarhDist179,Soybean,Rabi,Rainfed,Sandy,1.54,0.623,20,30.02,19.83,838.68,1200
Tripura,TripuraDist141,Maize,Zaid,Borewell,Sandy,2.47,1.0,30,77.06,76.59,3736.79,3500
Goa,GoaDist22,Paddy,Kharif,Rainfed,Loam,3.17,1.283,50,168.78,126.42,4636.16,4000
Uttarakhand,UttarakhandDist70,Rice,Zaid,Rainfed,Sandy,2.25,0.911,30,59.49,65.53,3068.02,3000
Mizoram,MizoramDist93,Paddy,Kharif,Borewell,Clay,3.08,1.246,50,148.99,100.82,5457.74,4000
Tamil Nadu,TamilDist106,Cotton,Rabi,Rainfed,Sandy,1.72,0.696,20,29.74,23.35,539.09,700
Karnataka,KarnatakaDist11,Maize,Kharif,Rainfed,Loam,0.7,0.283,30,22.71,13.02,976.68,3500
Chhattisgarh,ChhattisgarhDist129,Paddy,Kharif,Rainfed,Sandy,4.25,1.72,50,201.24,224.44,6747.25,4000
Mizoram,MizoramDist48,Maize,Rabi,Borewell,Clay,1.14,0.461,30,36.94,35.88,1443.64,3500
Uttar Pradesh,UttarDist27,Sugarcane,Kharif,Borewell,Clay,0.86,0.348,80,73.06,71.15,27646.79,70000
Maharashtra,MaharashtraDist39,Sugarcane,Rabi,Rainfed,Sandy,1.58,0.639,80,107.77,150.51,42252.12,70000
Telangana,TelanganaDist81,Paddy,Kharif,Canal,Loam,0.88,0.356,50,53.29,29.21,1237.16,4000
Chhattisgarh,ChhattisgarhDist61,Paddy,Kharif,Borewell,Clay,1.3,0.526,50,74.1,61.55,1896.56,4000
Jharkhand,JharkhandDist186,Paddy,Kharif,Canal,Sandy,2.4,0.971,50,133.41,128.73,3474.21,4000
Telangana,TelanganaDist200,Maize,Rabi,Borewell,Clay,2.41,0.975,30,77.08,47.22,3150.03,3500
Goa,GoaDist65,Paddy,Kharif,Rainfed,Clay,0.89,0.36,50,40.98,50.85,1552.01,4000
Goa,GoaDist8,Paddy,Kharif,Canal,Clay,1.23,0.498,50,69.74,69.42,1975.58,4000
